image_id,fold,xmin,ymin,xmax,ymax,isbox,source,label
1_30,1,1628.0,0.0,1883.0,145.0,True,2,2
1_31,1,1496.0,341.0,1881.0,626.0,True,1,1
1_31,1,1587.0,0.0,1849.0,184.0,True,1,1
1_31,1,1605.0,0.0,1849.0,166.0,True,2,2
1_31,1,1598.0,479.0,1920.0,1080.0,True,2,2
1_31,1,1566.0,424.0,1920.0,1033.0,True,5,5
1_31,1,1567.0,666.0,1920.0,1080.0,True,1,1
1_31,1,1517.0,127.0,1885.0,598.0,True,2,2
1_31,1,1639.0,285.0,1920.0,593.0,True,3,3
1_32,1,1528.0,0.0,1800.0,261.0,True,1,1
1_32,1,1537.0,0.0,1795.0,201.0,True,2,2
1_32,1,1603.0,475.0,1920.0,1080.0,True,5,5
1_32,1,1680.0,324.0,1920.0,696.0,True,3,3
1_32,1,1481.0,164.0,1849.0,724.0,True,2,2
1_32,1,1463.0,375.0,1849.0,726.0,True,1,1
1_32,1,1608.0,722.0,1918.0,1080.0,True,1,1
1_32,1,1641.0,529.0,1920.0,1080.0,True,2,2
1_33,1,1635.0,503.0,1920.0,1080.0,True,5,5
1_33,1,1700.0,352.0,1920.0,722.0,True,3,3
1_33,1,1455.0,185.0,1832.0,763.0,True,2,2
1_33,1,1437.0,404.0,1829.0,877.0,True,1,1
1_33,1,1473.0,0.0,1778.0,298.0,True,1,1
1_33,1,1486.0,0.0,1767.0,225.0,True,2,2
1_33,1,1668.0,563.0,1920.0,1080.0,True,2,2
1_33,1,1629.0,765.0,1920.0,1080.0,True,1,1
1_34,1,1457.0,0.0,1720.0,268.0,True,2,2
1_34,1,1719.0,621.0,1920.0,1080.0,True,2,2
1_34,1,1743.0,395.0,1920.0,695.0,True,3,3
1_34,1,1676.0,830.0,1920.0,1080.0,True,1,1
1_34,1,1415.0,29.0,1728.0,357.0,True,1,1
1_34,1,1400.0,448.0,1806.0,927.0,True,1,1
1_34,1,1415.0,225.0,1813.0,810.0,True,2,2
1_34,1,1673.0,556.0,1920.0,1080.0,True,5,5
1_35,1,1704.0,602.0,1920.0,1080.0,True,5,5
1_35,1,1703.0,879.0,1920.0,1080.0,True,1,1
1_35,1,1766.0,434.0,1920.0,755.0,True,3,3
1_35,1,1822.0,0.0,1920.0,92.0,True,1,1
1_35,1,1381.0,477.0,1802.0,973.0,True,1,1
1_35,1,1380.0,0.0,1690.0,293.0,True,2,2
1_35,1,1828.0,0.0,1920.0,67.0,True,2,2
1_35,1,1401.0,259.0,1795.0,844.0,True,2,2
1_35,1,1743.0,671.0,1920.0,1080.0,True,2,2
1_35,1,1375.0,51.0,1692.0,384.0,True,1,1
1_36,1,1751.0,689.0,1920.0,1080.0,True,5,5
1_36,1,1750.0,954.0,1920.0,1080.0,True,1,1
1_36,1,1813.0,573.0,1920.0,813.0,True,3,3
1_36,1,1365.0,305.0,1768.0,913.0,True,2,2
1_36,1,1345.0,523.0,1774.0,1033.0,True,1,1
1_36,1,1316.0,0.0,1638.0,337.0,True,2,2
1_36,1,1319.0,81.0,1637.0,429.0,True,1,1
1_36,1,1803.0,0.0,1920.0,149.0,True,1,1
1_36,1,1812.0,0.0,1920.0,98.0,True,2,2
1_36,1,1789.0,864.0,1920.0,1080.0,True,2,2
1_37,1,1788.0,0.0,1920.0,205.0,True,1,1
1_37,1,1799.0,0.0,1920.0,121.0,True,2,2
1_37,1,1782.0,840.0,1920.0,1080.0,True,5,5
1_37,1,1819.0,919.0,1920.0,1080.0,True,2,2
1_37,1,1780.0,1004.0,1920.0,1080.0,True,1,1
1_37,1,1845.0,618.0,1920.0,855.0,True,3,3
1_37,1,1338.0,335.0,1757.0,956.0,True,2,2
1_37,1,1325.0,562.0,1759.0,1078.0,True,1,1
1_37,1,1281.0,0.0,1606.0,367.0,True,2,2
1_37,1,1278.0,118.0,1603.0,456.0,True,1,1
1_38,1,1304.0,607.0,1738.0,1080.0,True,1,1
1_38,1,1320.0,386.0,1739.0,1007.0,True,2,2
1_38,1,1218.0,0.0,1558.0,411.0,True,2,2
1_38,1,1221.0,146.0,1547.0,505.0,True,1,1
1_38,1,1757.0,1.0,1920.0,242.0,True,1,1
1_38,1,1773.0,0.0,1920.0,148.0,True,2,2
1_39,1,1189.0,0.0,1523.0,445.0,True,2,2
1_39,1,1181.0,171.0,1518.0,539.0,True,1,1
1_39,1,1278.0,646.0,1730.0,1080.0,True,1,1
1_39,1,1735.0,0.0,1920.0,259.0,True,1,1
1_39,1,1287.0,416.0,1727.0,1066.0,True,2,2
1_39,1,1752.0,0.0,1920.0,176.0,True,2,2
1_40,1,1714.0,0.0,1920.0,189.0,True,2,2
1_40,1,1124.0,217.0,1474.0,584.0,True,1,1
1_40,1,1272.0,470.0,1721.0,1080.0,True,2,2
1_40,1,1655.0,0.0,1920.0,301.0,True,1,1
1_40,1,1134.0,12.0,1465.0,495.0,True,2,2
1_40,1,1258.0,703.0,1722.0,1080.0,True,1,1
1_40,1,1188.0,0.0,1451.0,106.0,True,1,1
1_41,1,1099.0,37.0,1446.0,524.0,True,2,2
1_41,1,1249.0,747.0,1764.0,1080.0,True,1,1
1_41,1,1623.0,0.0,1904.0,328.0,True,1,1
1_41,1,1152.0,0.0,1415.0,142.0,True,1,1
1_41,1,1635.0,0.0,1920.0,223.0,True,2,2
1_41,1,1256.0,507.0,1727.0,1080.0,True,2,2
1_41,1,1089.0,247.0,1441.0,621.0,True,1,1
1_42,1,1589.0,0.0,1899.0,267.0,True,2,2
1_42,1,1104.0,0.0,1371.0,68.0,True,7,7
1_42,1,1575.0,0.0,1916.0,361.0,True,1,1
1_42,1,1083.0,0.0,1319.0,91.0,True,2,2
1_42,1,1083.0,0.0,1323.0,170.0,True,1,1
1_42,1,1640.0,0.0,1916.0,204.0,True,5,5
1_42,1,1256.0,562.0,1735.0,1080.0,True,2,2
1_42,1,1038.0,288.0,1400.0,671.0,True,1,1
1_42,1,1237.0,808.0,1726.0,1080.0,True,1,1
1_42,1,1044.0,74.0,1404.0,579.0,True,2,2
1_43,1,1036.0,0.0,1291.0,195.0,True,1,1
1_43,1,1561.0,0.0,1895.0,296.0,True,2,2
1_43,1,1542.0,0.0,1894.0,384.0,True,1,1
1_43,1,1258.0,604.0,1748.0,1080.0,True,2,2
1_43,1,1238.0,855.0,1738.0,1080.0,True,1,1
1_43,1,1018.0,105.0,1382.0,608.0,True,2,2
1_43,1,1003.0,320.0,1379.0,713.0,True,1,1
1_44,1,1487.0,13.0,1848.0,417.0,True,1,1
1_44,1,952.0,372.0,1343.0,772.0,True,1,1
1_44,1,1269.0,666.0,1749.0,1080.0,True,2,2
1_44,1,975.0,136.0,1351.0,669.0,True,2,2
1_44,1,1245.0,929.0,1762.0,1080.0,True,1,1
1_44,1,991.0,0.0,1230.0,231.0,True,1,1
1_44,1,992.0,0.0,1294.0,120.0,True,7,7
1_44,1,1514.0,0.0,1838.0,336.0,True,2,2
1_44,1,970.0,0.0,1216.0,131.0,True,3,3
1_45,1,1278.0,710.0,1751.0,1080.0,True,2,2
1_45,1,957.0,183.0,1328.0,709.0,True,2,2
1_45,1,961.0,0.0,1264.0,144.0,True,7,7
1_45,1,1253.0,975.0,1787.0,1080.0,True,1,1
1_45,1,925.0,0.0,1205.0,171.0,True,3,3
1_45,1,1490.0,0.0,1816.0,361.0,True,2,2
1_45,1,1454.0,29.0,1814.0,448.0,True,1,1
1_45,1,922.0,408.0,1326.0,813.0,True,1,1
1_45,1,938.0,0.0,1195.0,254.0,True,1,1
1_46,1,915.0,463.0,1309.0,874.0,True,1,1
1_46,1,1447.0,0.0,1763.0,401.0,True,2,2
1_46,1,879.0,0.0,1160.0,284.0,True,1,1
1_46,1,1329.0,779.0,1788.0,1080.0,True,2,2
1_46,1,1848.0,0.0,1920.0,76.0,True,1,1
1_46,1,893.0,0.0,1226.0,171.0,True,7,7
1_46,1,1409.0,58.0,1773.0,486.0,True,1,1
1_46,1,875.0,0.0,1132.0,199.0,True,3,3
1_46,1,921.0,220.0,1302.0,766.0,True,2,2
1_47,1,840.0,0.0,1127.0,219.0,True,3,3
1_47,1,1416.0,0.0,1729.0,430.0,True,2,2
1_47,1,1364.0,822.0,1813.0,1080.0,True,2,2
1_47,1,1833.0,0.0,1920.0,161.0,True,1,1
1_47,1,1385.0,79.0,1749.0,515.0,True,1,1
1_47,1,844.0,0.0,1116.0,308.0,True,1,1
1_47,1,873.0,2.0,1192.0,199.0,True,7,7
1_47,1,899.0,493.0,1296.0,914.0,True,1,1
1_47,1,905.0,254.0,1295.0,807.0,True,2,2
1_47,1,1834.0,0.0,1920.0,80.0,True,2,2
1_48,1,755.0,0.0,1074.0,350.0,True,1,1
1_48,1,816.0,0.0,1148.0,230.0,True,7,7
1_48,1,1447.0,892.0,1836.0,1080.0,True,2,2
1_48,1,793.0,2.0,1085.0,249.0,True,3,3
1_48,1,1807.0,0.0,1920.0,111.0,True,2,2
1_48,1,888.0,300.0,1282.0,870.0,True,2,2
1_48,1,878.0,549.0,1290.0,981.0,True,1,1
1_48,1,976.0,669.0,1166.0,745.0,True,1,1
1_48,1,1354.0,0.0,1686.0,475.0,True,2,2
1_48,1,1338.0,109.0,1714.0,560.0,True,1,1
1_48,1,1811.0,0.0,1920.0,196.0,True,1,1
1_49,1,767.0,0.0,1060.0,282.0,True,3,3
1_49,1,1789.0,0.0,1920.0,212.0,True,1,1
1_49,1,1779.0,0.0,1920.0,81.0,True,2,2
1_49,1,776.0,25.0,1042.0,374.0,True,1,1
1_49,1,823.0,581.0,1288.0,1028.0,True,1,1
1_49,1,1552.0,943.0,1812.0,1080.0,True,2,2
1_49,1,878.0,333.0,1278.0,910.0,True,2,2
1_49,1,1309.0,165.0,1690.0,590.0,True,1,1
1_49,1,1326.0,24.0,1674.0,508.0,True,2,2
1_50,1,768.0,0.0,1083.0,293.0,True,7,7
1_50,1,1752.0,0.0,1920.0,245.0,True,1,1
1_50,1,709.0,67.0,1024.0,416.0,True,1,1
1_50,1,1750.0,0.0,1920.0,174.0,True,2,2
1_50,1,1281.0,169.0,1679.0,642.0,True,1,1
1_50,1,1290.0,53.0,1650.0,551.0,True,2,2
1_50,1,809.0,650.0,1291.0,1080.0,True,1,1
1_50,1,862.0,377.0,1279.0,982.0,True,2,2
1_50,1,1673.0,1015.0,1877.0,1080.0,True,2,2
1_51,1,861.0,416.0,1285.0,1027.0,True,2,2
1_51,1,1728.0,0.0,1920.0,270.0,True,1,1
1_51,1,1728.0,0.0,1920.0,189.0,True,2,2
1_51,1,745.0,0.0,1064.0,318.0,True,7,7
1_51,1,801.0,693.0,1298.0,1080.0,True,1,1
1_51,1,1257.0,193.0,1660.0,675.0,True,1,1
1_51,1,1314.0,78.0,1610.0,575.0,True,2,2
1_51,1,702.0,85.0,1006.0,446.0,True,1,1
1_52,1,864.0,475.0,1302.0,1079.0,True,2,2
1_52,1,668.0,111.0,986.0,479.0,True,1,1
1_52,1,799.0,742.0,1312.0,1080.0,True,1,1
1_52,1,1238.0,240.0,1640.0,729.0,True,1,1
1_52,1,1696.0,0.0,1920.0,238.0,True,2,2
1_52,1,1249.0,117.0,1640.0,633.0,True,2,2
1_52,1,1682.0,21.0,1920.0,333.0,True,1,1
1_53,1,659.0,131.0,982.0,509.0,True,1,1
1_53,1,799.0,804.0,1325.0,1080.0,True,1,1
1_53,1,1221.0,269.0,1636.0,760.0,True,1,1
1_53,1,1242.0,138.0,1626.0,665.0,True,2,2
1_53,1,1676.0,0.0,1920.0,274.0,True,2,2
1_53,1,1652.0,0.0,1920.0,335.0,True,1,1
1_53,1,878.0,515.0,1307.0,1080.0,True,2,2
1_54,1,888.0,573.0,1337.0,1079.0,True,2,2
1_54,1,633.0,167.0,1001.0,553.0,True,1,1
1_54,1,1617.0,27.0,1909.0,371.0,True,1,1
1_54,1,1212.0,318.0,1635.0,821.0,True,1,1
1_54,1,1632.0,0.0,1910.0,276.0,True,2,2
1_54,1,1224.0,186.0,1617.0,724.0,True,2,2
1_54,1,806.0,872.0,1348.0,1080.0,True,1,1
1_55,1,1205.0,351.0,1637.0,865.0,True,1,1
1_55,1,1611.0,0.0,1889.0,301.0,True,2,2
1_55,1,621.0,193.0,969.0,585.0,True,1,1
1_55,1,812.0,911.0,1368.0,1080.0,True,1,1
1_55,1,899.0,611.0,1359.0,1080.0,True,2,2
1_55,1,1592.0,38.0,1888.0,393.0,True,1,1
1_55,1,1221.0,219.0,1615.0,762.0,True,2,2
1_56,1,926.0,672.0,1395.0,1080.0,True,2,2
1_56,1,1576.0,0.0,1863.0,332.0,True,2,2
1_56,1,1559.0,84.0,1858.0,432.0,True,1,1
1_56,1,610.0,239.0,950.0,644.0,True,1,1
1_56,1,829.0,970.0,1411.0,1080.0,True,1,1
1_56,1,1208.0,401.0,1645.0,926.0,True,1,1
1_56,1,1225.0,235.0,1585.0,768.0,True,5,5
1_56,1,1216.0,258.0,1620.0,811.0,True,2,2
1_57,1,960.0,715.0,1426.0,1080.0,True,2,2
1_57,1,1533.0,102.0,1835.0,455.0,True,1,1
1_57,1,1557.0,0.0,1839.0,369.0,True,2,2
1_57,1,600.0,267.0,933.0,668.0,True,1,1
1_57,1,936.0,1028.0,1443.0,1080.0,True,1,1
1_57,1,1222.0,288.0,1624.0,849.0,True,2,2
1_57,1,1201.0,437.0,1654.0,942.0,True,1,1
1_57,1,1233.0,267.0,1574.0,780.0,True,5,5
1_58,1,1515.0,0.0,1812.0,403.0,True,2,2
1_58,1,1502.0,128.0,1806.0,505.0,True,1,1
1_58,1,1221.0,331.0,1638.0,903.0,True,2,2
1_58,1,1220.0,313.0,1588.0,785.0,True,5,5
1_58,1,597.0,102.0,935.0,599.0,True,3,3
1_58,1,621.0,90.0,983.0,561.0,True,7,7
1_58,1,998.0,777.0,1462.0,1080.0,True,2,2
1_58,1,1202.0,491.0,1666.0,1017.0,True,1,1
1_58,1,588.0,311.0,942.0,721.0,True,1,1
1_59,1,1232.0,342.0,1596.0,901.0,True,5,5
1_59,1,1223.0,365.0,1649.0,949.0,True,2,2
1_59,1,1034.0,815.0,1503.0,1080.0,True,2,2
1_59,1,1518.0,255.0,1683.0,317.0,True,1,1
1_59,1,652.0,120.0,982.0,593.0,True,7,7
1_59,1,612.0,160.0,921.0,629.0,True,5,5
1_59,1,590.0,128.0,924.0,634.0,True,3,3
1_59,1,1486.0,154.0,1785.0,530.0,True,1,1
1_59,1,580.0,349.0,939.0,758.0,True,1,1
1_59,1,1495.0,0.0,1786.0,398.0,True,5,5
1_59,1,1485.0,0.0,1795.0,430.0,True,2,2
1_59,1,1204.0,528.0,1674.0,986.0,True,1,1
1_60,1,1461.0,0.0,1760.0,466.0,True,2,2
1_60,1,1212.0,581.0,1697.0,1080.0,True,1,1
1_60,1,1248.0,416.0,1667.0,1021.0,True,2,2
1_60,1,1121.0,881.0,1529.0,1080.0,True,2,2
1_60,1,1440.0,190.0,1758.0,537.0,True,1,1
1_60,1,574.0,168.0,935.0,680.0,True,3,3
1_60,1,1475.0,0.0,1759.0,414.0,True,5,5
1_60,1,1247.0,393.0,1638.0,935.0,True,5,5
1_60,1,609.0,196.0,904.0,643.0,True,5,5
1_60,1,663.0,154.0,972.0,643.0,True,7,7
1_60,1,571.0,394.0,936.0,805.0,True,1,1
1_61,1,601.0,228.0,919.0,707.0,True,5,5
1_61,1,1419.0,217.0,1740.0,548.0,True,1,1
1_61,1,1443.0,17.0,1742.0,467.0,True,5,5
1_61,1,1241.0,424.0,1630.0,1033.0,True,5,5
1_61,1,1254.0,454.0,1686.0,1066.0,True,2,2
1_61,1,556.0,421.0,937.0,847.0,True,1,1
1_61,1,556.0,195.0,938.0,711.0,True,3,3
1_61,1,1221.0,625.0,1715.0,1080.0,True,1,1
1_61,1,1433.0,19.0,1744.0,496.0,True,2,2
1_61,1,1204.0,921.0,1548.0,1080.0,True,2,2
1_61,1,628.0,187.0,984.0,676.0,True,7,7
1_62,1,1409.0,54.0,1714.0,476.0,True,5,5
1_62,1,553.0,470.0,946.0,903.0,True,1,1
1_62,1,1379.0,994.0,1556.0,1080.0,True,2,2
1_62,1,1256.0,508.0,1719.0,1080.0,True,2,2
1_62,1,1240.0,688.0,1750.0,1080.0,True,1,1
1_62,1,1393.0,257.0,1715.0,562.0,True,1,1
1_62,1,1260.0,476.0,1657.0,1047.0,True,5,5
1_62,1,1399.0,55.0,1722.0,539.0,True,2,2
1_62,1,558.0,241.0,935.0,771.0,True,3,3
1_62,1,600.0,272.0,935.0,729.0,True,5,5
1_62,1,675.0,225.0,990.0,724.0,True,7,7
1_63,1,1254.0,726.0,1777.0,1080.0,True,1,1
1_63,1,599.0,303.0,914.0,762.0,True,5,5
1_63,1,1277.0,510.0,1680.0,1080.0,True,5,5
1_63,1,1287.0,545.0,1739.0,1080.0,True,2,2
1_63,1,1372.0,275.0,1706.0,575.0,True,1,1
1_63,1,1389.0,76.0,1695.0,496.0,True,2,2
1_63,1,560.0,509.0,946.0,946.0,True,1,1
1_63,1,1384.0,79.0,1711.0,570.0,True,5,5
1_63,1,555.0,271.0,945.0,807.0,True,3,3
1_63,1,627.0,257.0,993.0,761.0,True,7,7
1_64,1,590.0,348.0,934.0,830.0,True,5,5
1_64,1,631.0,302.0,995.0,820.0,True,7,7
1_64,1,550.0,318.0,936.0,868.0,True,3,3
1_64,1,26.0,11.0,839.0,129.0,True,1,1
1_64,1,1358.0,111.0,1683.0,572.0,True,5,5
1_64,1,537.0,534.0,946.0,1010.0,True,1,1
1_64,1,1290.0,789.0,1813.0,1080.0,True,1,1
1_64,1,1324.0,603.0,1776.0,1080.0,True,2,2
1_64,1,1311.0,571.0,1714.0,1080.0,True,5,5
1_65,1,539.0,347.0,937.0,914.0,True,3,3
1_65,1,583.0,381.0,918.0,858.0,True,5,5
1_65,1,639.0,334.0,992.0,871.0,True,7,7
1_65,1,545.0,585.0,954.0,1055.0,True,1,1
1_65,1,1340.0,351.0,1681.0,674.0,True,1,1
1_65,1,1340.0,137.0,1690.0,649.0,True,2,2
1_65,1,1327.0,611.0,1746.0,1080.0,True,5,5
1_65,1,1310.0,841.0,1856.0,1080.0,True,1,1
1_65,1,1325.0,652.0,1819.0,1080.0,True,2,2
1_66,1,1366.0,725.0,1875.0,1080.0,True,2,2
1_66,1,1331.0,182.0,1687.0,705.0,True,2,2
1_66,1,1361.0,921.0,1920.0,1079.0,True,1,1
1_66,1,1365.0,678.0,1780.0,1080.0,True,5,5
1_66,1,531.0,396.0,935.0,977.0,True,3,3
1_66,1,595.0,379.0,995.0,914.0,True,7,7
1_66,1,575.0,433.0,930.0,969.0,True,5,5
1_66,1,515.0,642.0,940.0,1080.0,True,1,1
1_66,1,1330.0,403.0,1680.0,802.0,True,1,1
1_67,1,1324.0,440.0,1684.0,867.0,True,1,1
1_67,1,517.0,427.0,926.0,1016.0,True,3,3
1_67,1,1320.0,215.0,1686.0,742.0,True,2,2
1_67,1,1396.0,978.0,1920.0,1080.0,True,1,1
1_67,1,1393.0,724.0,1805.0,1080.0,True,5,5
1_67,1,497.0,670.0,942.0,1080.0,True,1,1
1_67,1,589.0,410.0,996.0,946.0,True,7,7
1_67,1,574.0,461.0,885.0,968.0,True,5,5
1_67,1,1456.0,778.0,1912.0,1080.0,True,2,2
1_67,1,1322.0,204.0,1654.0,735.0,True,5,5
1_68,1,1326.0,493.0,1686.0,924.0,True,1,1
1_68,1,1443.0,802.0,1818.0,1080.0,True,5,5
1_68,1,1529.0,856.0,1920.0,1080.0,True,2,2
1_68,1,1322.0,247.0,1684.0,796.0,True,5,5
1_68,1,1330.0,258.0,1690.0,798.0,True,2,2
1_69,1,1328.0,527.0,1701.0,965.0,True,1,1
1_69,1,1048.0,0.0,1146.0,46.0,True,1,1
